	tdbank_imp_date	media_app_id	position_id	pltv	pctcvr	pctr	bid_price	response_ecpm	win_price	winner_bid_price	click_num	target_cpa	pay_amount
0	0	0	1	0	0	0	0	256.93063140274387	0.0	0	0	0	0
1	0	0	0	0	0	0	0	90.3096113061147	0.0	0	0	0	0
2	0	0	0	0	0	0	0	988.0561522010654	90.15594248374315	0	0	0	0
3	0	0	0	0	0	0	0	856.9473355383641	0.0	0	0	0	0
4	0	0	0	0	0	0	0	960.8966157839726	402.83695853275225	0	0	0	0
5	0	0	1	0	0	0	0	871.0436828395499	748.278993691047	0	0	0	0
6	0	0	1	0	0	0	0	473.4852052923232	0.0	0	0	0	0
7	0	0	0	0	0	0	0	978.9718461982961	654.7673781413594	0	0	0	0
8	0	0	0	0	0	0	0	878.0842459304333	493.8415472906653	0	0	0	0
9	0	0	1	0	0	0	0	760.9038005529235	646.7964409848416	0	0	0	0
10	0	0	0	0	0	0	0	920.3601568309857	503.63238453126166	0	0	0	0
11	0	0	1	0	0	0	0	909.8484754687629	174.31694776732732	0	0	0	0
12	0	0	0	0	0	0	0	83.97667685723442	0.0	0	0	0	0
13	0	0	0	0	0	0	0	50.38639072681539	0.0	0	0	0	0
14	0	0	1	0	0	0	0	842.0847207250049	101.72265212885101	0	0	0	0
15	0	0	0	0	0	0	0	752.8924286421486	0.0	0	0	0	0
16	0	0	0	0	0	0	0	200.1786738375354	75.76096791072872	0	0	0	0
17	0	0	0	0	0	0	0	690.7969868595444	84.60463707465982	0	0	0	0
18	0	0	1	0	0	0	0	986.4053483585849	280.30831780468844	0	0	0	0
19	0	0	0	0	0	0	0	531.5932988673399	423.304249790149	0	0	0	0
20	0	0	1	0	0	0	0	10.38637838635703	0.0	0	0	0	0
21	0	0	1	0	0	0	0	61.17147153210034	0.0	0	0	0	0
22	0	0	0	0	0	0	0	71.61772184586191	0.0	0	0	0	0
23	0	0	0	0	0	0	0	927.1003377944227	292.56035844111403	0	0	0	0
24	0	0	1	0	0	0	0	911.4181569698193	302.287948744991	0	0	0	0
25	0	0	0	0	0	0	0	127.51809777685142	0.0	0	0	0	0
26	0	0	1	0	0	0	0	684.8442226025744	512.8201993025331	0	0	0	0
27	0	0	1	0	0	0	0	774.0259967107659	516.0709491035578	0	0	0	0
28	0	0	0	0	0	0	0	68.76055135791637	0.0	0	0	0	0
29	0	0	0	0	0	0	0	220.3024226093605	0.0	0	0	0	0
30	0	0	0	0	0	0	0	138.07097864315276	0.0	0	0	0	0
31	0	0	1	0	0	0	0	451.18519449422854	0.0	0	0	0	0
32	0	0	1	0	0	0	0	321.95231929908863	0.0	0	0	0	0
33	0	0	1	0	0	0	0	929.1498644938467	863.7016320529242	0	0	0	0
34	0	0	0	0	0	0	0	863.315665471701	225.16994925725442	0	0	0	0
35	0	0	0	0	0	0	0	340.3749055434083	0.0	0	0	0	0
36	0	0	0	0	0	0	0	943.0930473051208	369.1042707476626	0	0	0	0
37	0	0	0	0	0	0	0	697.3587878369781	0.0	0	0	0	0
38	0	0	0	0	0	0	0	619.9767532508903	387.64666235534276	0	0	0	0
39	0	0	0	0	0	0	0	787.8487660766197	581.9579747262276	0	0	0	0
40	0	0	1	0	0	0	0	338.3840787867802	52.41312412502352	0	0	0	0
41	0	0	1	0	0	0	0	672.1794385050136	69.5280550917603	0	0	0	0
42	0	0	1	0	0	0	0	354.32345897266225	0.0	0	0	0	0
43	0	0	0	0	0	0	0	21.918431472411683	0.0	0	0	0	0
44	0	0	0	0	0	0	0	496.9360312922433	41.39215778494465	0	0	0	0
45	0	0	0	0	0	0	0	866.5339691020483	127.93307440483981	0	0	0	0
46	0	0	1	0	0	0	0	265.1746730052028	0.0	0	0	0	0
47	0	0	1	0	0	0	0	997.8925387044405	954.0282537617846	0	0	0	0
48	0	0	1	0	0	0	0	855.5554186302259	282.0057251886844	0	0	0	0
49	0	0	1	0	0	0	0	240.5327531523125	0.0	0	0	0	0
50	0	0	1	0	0	0	0	468.03194784369396	273.03828582594514	0	0	0	0
51	0	0	0	0	0	0	0	294.6729186286784	93.15002751969803	0	0	0	0
52	0	0	1	0	0	0	0	25.170733085931317	0.0	0	0	0	0
53	0	0	0	0	0	0	0	158.31034704810233	0.0	0	0	0	0
54	0	0	1	0	0	0	0	222.20123600211693	0.0	0	0	0	0
55	0	0	1	0	0	0	0	549.2520665229104	0.0	0	0	0	0
56	0	0	1	0	0	0	0	591.2727930076527	470.6591640164663	0	0	0	0
57	0	0	1	0	0	0	0	466.2881585363735	0.0	0	0	0	0
58	0	0	0	0	0	0	0	697.5854987558255	67.93744440892846	0	0	0	0
59	0	0	1	0	0	0	0	758.3405401462365	366.7414251704114	0	0	0	0
60	0	0	0	0	0	0	0	411.4573426683986	254.18350259736178	0	0	0	0
61	0	0	1	0	0	0	0	954.6327020888602	73.98777387918676	0	0	0	0
62	0	0	1	0	0	0	0	627.5663161935845	0.0	0	0	0	0
63	0	0	1	0	0	0	0	929.2915591691017	442.80626511182453	0	0	0	0
64	0	0	0	0	0	0	0	975.3937976390988	386.80135430724863	0	0	0	0
65	0	0	1	0	0	0	0	441.1353738323189	0.0	0	0	0	0
66	0	0	0	0	0	0	0	595.4817290717222	0.0	0	0	0	0
67	0	0	0	0	0	0	0	958.5366860990567	691.6433549722396	0	0	0	0
68	0	0	0	0	0	0	0	833.4299362321011	0.0	0	0	0	0
69	0	0	0	0	0	0	0	647.075145857848	0.0	0	0	0	0
70	0	0	1	0	0	0	0	839.6271566726766	511.31805027762636	0	0	0	0
71	0	0	0	0	0	0	0	800.8242864370046	413.5844254408892	0	0	0	0
72	0	0	1	0	0	0	0	204.3731526705117	102.17682998493149	0	0	0	0
73	0	0	1	0	0	0	0	378.59670119648	226.71823790366417	0	0	0	0
74	0	0	1	0	0	0	0	583.9600924156426	565.152706925197	0	0	0	0
75	0	0	0	0	0	0	0	310.2095732657658	205.14059376390247	0	0	0	0
76	0	0	0	0	0	0	0	994.7213265201905	468.69750060887094	0	0	0	0
77	0	0	1	0	0	0	0	911.6461975565869	339.6005651694937	0	0	0	0
78	0	0	0	0	0	0	0	932.9544700072516	923.8025896848078	0	0	0	0
79	0	0	0	0	0	0	0	287.03045685475206	208.94560843925547	0	0	0	0
80	0	0	1	0	0	0	0	929.0997578635023	923.6330303539692	0	0	0	0
81	0	0	1	0	0	0	0	927.9312702235403	442.6068264749516	0	0	0	0
82	0	0	0	0	0	0	0	453.1342601367884	113.00178305869335	0	0	0	0
83	0	0	0	0	0	0	0	126.79741164610137	0.0	0	0	0	0
84	0	0	0	0	0	0	0	752.8995141293398	681.1277659522309	0	0	0	0
85	0	0	0	0	0	0	0	553.267720768622	500.86177056341916	0	0	0	0
86	0	0	0	0	0	0	0	63.170843275919374	0.0	0	0	0	0
87	0	0	0	0	0	0	0	945.4389927408504	346.80110131418064	0	0	0	0
88	0	0	1	0	0	0	0	621.081791005769	351.6720527332732	0	0	0	0
89	0	0	0	0	0	0	0	388.75912432497915	0.0	0	0	0	0
90	0	0	0	0	0	0	0	880.062914221086	787.4127419105885	0	0	0	0
91	0	0	0	0	0	0	0	893.9749166750776	290.11016120290134	0	0	0	0
92	0	0	1	0	0	0	0	598.6131776667507	72.84150811033885	0	0	0	0
93	0	0	0	0	0	0	0	765.9870264757006	290.91528277687195	0	0	0	0
94	0	0	0	0	0	0	0	612.6582547120374	0.0	0	0	0	0
95	0	0	0	0	0	0	0	344.7482226719514	0.0	0	0	0	0
96	0	0	0	0	0	0	0	754.1490999918351	13.051414668626471	0	0	0	0
97	0	0	1	0	0	0	0	705.0234693026601	248.313129918617	0	0	0	0
98	0	0	1	0	0	0	0	288.25278278537036	0.0	0	0	0	0
99	0	0	0	0	0	0	0	369.0127539168491	0.0	0	0	0	0
100	0	0	0	0	0	0	0	859.2847369832133	18.259543204641293	0	0	0	0
101	0	0	1	0	0	0	0	301.88892661436574	229.40589108411612	0	0	0	0
102	0	0	1	0	0	0	0	202.08599362460154	0.0	0	0	0	0
103	0	0	1	0	0	0	0	164.24771497784653	0.0	0	0	0	0
104	0	0	0	0	0	0	0	506.9750702800212	0.0	0	0	0	0
105	0	0	1	0	0	0	0	742.0245464089274	0.0	0	0	0	0
106	0	0	0	0	0	0	0	843.7944004731487	638.0255753444823	0	0	0	0
107	0	0	0	0	0	0	0	115.58651899418516	0.0	0	0	0	0
108	0	0	1	0	0	0	0	197.02330699864424	0.0	0	0	0	0
109	0	0	0	0	0	0	0	395.4462171463877	0.0	0	0	0	0
110	0	0	0	0	0	0	0	396.3512901343279	0.0	0	0	0	0
