	tdbank_imp_date	media_app_id	position_id	pltv	pctcvr	pctr	bid_price	response_ecpm	win_price	winner_bid_price	click_num	target_cpa	pay_amount
0	0	0	0	0	0	0	0	667.1097603714999	0.0	0	0	0	0
1	0	0	1	0	0	0	0	304.89629201888926	0.0	0	0	0	0
2	0	0	0	0	0	0	0	306.2107458687816	0.0	0	0	0	0
3	0	0	1	0	0	0	0	617.5906988782158	591.4402885180427	0	0	0	0
4	0	0	0	0	0	0	0	333.34517587307164	0.0	0	0	0	0
5	0	0	0	0	0	0	0	204.73560004507007	0.0	0	0	0	0
6	0	0	1	0	0	0	0	556.2342217762762	176.20747128646107	0	0	0	0
7	0	0	0	0	0	0	0	729.1149071784695	457.889294865904	0	0	0	0
8	0	0	0	0	0	0	0	412.71700638861574	377.5694420594717	0	0	0	0
9	0	0	1	0	0	0	0	475.60917297013174	0.0	0	0	0	0
10	0	0	0	0	0	0	0	797.9331431751131	148.93700688965538	0	0	0	0
11	0	0	1	0	0	0	0	164.09847795911514	0.0	0	0	0	0
12	0	0	1	0	0	0	0	490.5333442411274	226.39944093814023	0	0	0	0
13	0	0	1	0	0	0	0	85.48468657196506	0.0	0	0	0	0
14	0	0	1	0	0	0	0	350.1706223290695	0.0	0	0	0	0
15	0	0	0	0	0	0	0	315.50213942884466	0.0	0	0	0	0
16	0	0	1	0	0	0	0	86.6300385684473	0.0	0	0	0	0
17	0	0	0	0	0	0	0	938.0638322177801	505.6425383185489	0	0	0	0
18	0	0	1	0	0	0	0	955.445078693223	0.0	0	0	0	0
19	0	0	1	0	0	0	0	310.6527947220019	0.0	0	0	0	0
20	0	0	0	0	0	0	0	712.5762910979223	0.0	0	0	0	0
21	0	0	0	0	0	0	0	995.0991508428422	47.827397847801656	0	0	0	0
22	0	0	1	0	0	0	0	107.3124128371965	0.0	0	0	0	0
23	0	0	0	0	0	0	0	645.3697692125321	0.0	0	0	0	0
24	0	0	0	0	0	0	0	293.59471930493606	0.0	0	0	0	0
25	0	0	0	0	0	0	0	705.5953319654499	282.32806273584157	0	0	0	0
26	0	0	0	0	0	0	0	59.11467051826524	0.0	0	0	0	0
27	0	0	0	0	0	0	0	803.847531275002	600.410494576466	0	0	0	0
28	0	0	0	0	0	0	0	216.65982742270086	0.0	0	0	0	0
29	0	0	0	0	0	0	0	548.6455589902125	204.09993129925607	0	0	0	0
30	0	0	0	0	0	0	0	585.6891709730221	70.40474592330293	0	0	0	0
31	0	0	1	0	0	0	0	576.01277369735	0.0	0	0	0	0
32	0	0	0	0	0	0	0	295.8030673961377	0.0	0	0	0	0
33	0	0	1	0	0	0	0	961.3271322190326	62.15762477732867	0	0	0	0
34	0	0	0	0	0	0	0	204.63579389584785	0.0	0	0	0	0
35	0	0	1	0	0	0	0	302.4743373582641	0.0	0	0	0	0
36	0	0	0	0	0	0	0	243.28562471844694	156.61988048083498	0	0	0	0
37	0	0	0	0	0	0	0	532.3145427057783	45.583871595974216	0	0	0	0
38	0	0	1	0	0	0	0	893.2550958647596	19.48132921022716	0	0	0	0
39	0	0	0	0	0	0	0	172.39704340896256	0.0	0	0	0	0
40	0	0	0	0	0	0	0	647.2264132907236	305.76825168259694	0	0	0	0
